"model","model.label","variable","variable.label","treatment","full.treatment.name","posterior.mean","posterior.se","5","95","25","75"
"simple","Fixed effects only","SOC","Soil organic carbon","R","Reference",69108710.8696838,240904212.635537,-79799762.7536202,232433345.66682,0.2338946373124,0.435457992721361
"plot.random","Plot random effects","SOC","Soil organic carbon","A","Balled-and-burlapped",-70479522.1178914,189012318.650035,-348532121.886822,0.159860344974792,-0.157427483600625,-0.0508404063563584
"plot.random","Plot random effects","SOC","Soil organic carbon","B","Bareroot",33004526.6701348,118162880.154936,-44722853.3581932,207325938.600896,-0.109443456140289,0.0467910771341418
"plot.random","Plot random effects","SOC","Soil organic carbon","C","Seedling",-24198831.3575972,130604785.795269,-10809614.6480031,115999662.814942,-0.0897662696560805,0.06310738227308
"plot.random","Plot random effects","SOC","Soil organic carbon","D","Acorn",38198366.2786015,123860133.209681,-14064872.9946709,223376618.657892,0.00133163669212832,0.147402084369775
"plot.random","Plot random effects","SOC","Soil organic carbon","E","Seedbank",44780862.287426,134960918.333947,-2363784.6524292,165948567.458782,0.172600191334076,0.314542602660825
"plot.random","Plot random effects","SOC","Soil organic carbon","R","Reference",21581007.0241782,63249397.3522967,-1631839.71444019,102398170.253545,0.254103866078269,0.391169839890784
"strip.plot.random","Strip and plot random effects","SOC","Soil organic carbon","A","Balled-and-burlapped",-3387234.24408017,9291439.54579246,-11077209.7340346,0.261157420714031,-0.215853809646474,-0.0192875716816881
"strip.plot.random","Strip and plot random effects","SOC","Soil organic carbon","B","Bareroot",-124431.667483196,7046850.49887968,-2828552.01104856,8349812.29179223,-0.166643561690948,0.106936741072411
"strip.plot.random","Strip and plot random effects","SOC","Soil organic carbon","C","Seedling",-8090468.04750753,27457193.7958917,-32854276.7560869,9821973.34167768,-0.160116082215202,0.115168641546648
"strip.plot.random","Strip and plot random effects","SOC","Soil organic carbon","D","Acorn",-69438.1270240655,3110189.81092648,-2353937.76456703,3689544.74985697,-0.0586402367518989,0.215489730777156
"strip.plot.random","Strip and plot random effects","SOC","Soil organic carbon","E","Seedbank",719544.967875485,6508605.36763117,-1422712.09563092,8548841.62844872,0.122956122004222,0.386221520654212
"strip.plot.random","Strip and plot random effects","SOC","Soil organic carbon","R","Reference",-7292997.88604994,29719631.7487749,-6077460.31713459,8464451.87713637,0.192228784199162,0.471597922099635
"simple","Fixed effects only","TIC","Soil inorganic carbon","A","Balled-and-burlapped",0.76330994041666,0.116430099781865,0.577941196851249,0.949576374200473,0.709845987843786,0.855593412501339
"simple","Fixed effects only","TIC","Soil inorganic carbon","B","Bareroot",-0.279320176921846,0.187475550895627,-0.57939596100481,0.0235523144575339,-0.389081573273201,-0.147246413118993
"simple","Fixed effects only","TIC","Soil inorganic carbon","C","Seedling",-0.232477117634204,0.192033649938786,-0.527575966925338,0.0836612416561365,-0.336417500104477,-0.0991951808144236
"simple","Fixed effects only","TIC","Soil inorganic carbon","D","Acorn",-35.8135950715819,72.3421416198057,-89.3269889833485,-0.606139646295881,-12.5962637739446,-0.908681808388097
"simple","Fixed effects only","TIC","Soil inorganic carbon","E","Seedbank",-38.3262203875112,68.0479045924329,-88.122654652619,-1.25173030340579,-18.0763364304193,-2.01041790591492
"simple","Fixed effects only","TIC","Soil inorganic carbon","R","Reference",-36.1863858967227,60.4806378361688,-82.3112426298089,-1.07385881973599,-17.2654715188699,-1.85415475625997
"plot.random","Plot random effects","TIC","Soil inorganic carbon","A","Balled-and-burlapped",1.56237905913544,1.20430319748008,-0.00384573849705738,2.94879589985457,1.76285588059203,2.97766973915456
"plot.random","Plot random effects","TIC","Soil inorganic carbon","B","Bareroot",0.180376854196999,2.10478623257501,-2.89696208061679,2.66917899178705,-2.85811645989109,-0.397900651564667
"plot.random","Plot random effects","TIC","Soil inorganic carbon","C","Seedling",-0.122888228035619,1.38673452008934,-2.41997042688734,1.5694884188631,0.15729401473407,1.57425639854873
"plot.random","Plot random effects","TIC","Soil inorganic carbon","D","Acorn",-5.14361815532717,2.51555446958753,-7.87555721016408,-1.67829762766598,-8.13326693549883,-5.78389701315013
"plot.random","Plot random effects","TIC","Soil inorganic carbon","E","Seedbank",-18.9742830963811,8.76765352576149,-36.1951694738557,-12.2498080562979,-16.9089920696916,-12.31102485711
"plot.random","Plot random effects","TIC","Soil inorganic carbon","R","Reference",-12.7627376488295,3.6019343149435,-16.5057636287294,-6.94753017666361,-14.6364311636227,-11.0196570743972
"strip.plot.random","Strip and plot random effects","TIC","Soil inorganic carbon","A","Balled-and-burlapped",0.977054979977689,0.627187834549256,-0.172649408697205,1.46457803220797,1.42225701309771,1.48006529100398
"strip.plot.random","Strip and plot random effects","TIC","Soil inorganic carbon","B","Bareroot",-0.983187296709252,0.357411480089006,-1.41139181901997,-0.483051892464337,-1.40124003642089,-1.06044495410198
"strip.plot.random","Strip and plot random effects","TIC","Soil inorganic carbon","C","Seedling",-0.423207309934772,0.854048377067113,-1.26206677362,1.19088126404639,-1.25605094292294,-0.720615125154179
"strip.plot.random","Strip and plot random effects","TIC","Soil inorganic carbon","D","Acorn",-3.80127379533614,0.553586320817537,-4.82452314987754,-3.21767743884032,-3.8329732706566,-3.39330736779378
"strip.plot.random","Strip and plot random effects","TIC","Soil inorganic carbon","E","Seedbank",-16.0073351924488,5.91570655913972,-27.2353728569077,-9.67820612763411,-13.9540117371013,-10.412275259517
"strip.plot.random","Strip and plot random effects","TIC","Soil inorganic carbon","R","Reference",-47.6921759866895,59.7026329890053,-166.204240700527,-9.23976579392853,-18.3746741759774,-9.81530944055266
"simple","Fixed effects only","TC","Total soil carbon","A","Balled-and-burlapped",0.0058464596046585,0.048095006731836,-0.0688823090743559,0.0874668862132721,-0.0184849873542542,0.0413612793902278
"simple","Fixed effects only","TC","Total soil carbon","B","Bareroot",-0.0742818310934691,0.0710484944893243,-0.191233932996994,0.0397198561003572,-0.121492260812141,-0.0308697111480281
"simple","Fixed effects only","TC","Total soil carbon","C","Seedling",-0.0593014400014135,0.0696344752274992,-0.171914317356672,0.0542604324866936,-0.1016019623159,-0.0146578828662042
"simple","Fixed effects only","TC","Total soil carbon","D","Acorn",-0.0962207341724353,0.071602975695438,-0.20762453454905,0.0229664534273605,-0.140455104674923,-0.050372742457627
"simple","Fixed effects only","TC","Total soil carbon","E","Seedbank",0.0374358278745053,0.0664211774580053,-0.07026033191259,0.146118950702031,-0.00226922853497983,0.0803450851413774
"simple","Fixed effects only","TC","Total soil carbon","R","Reference",0.11900294298445,0.0643751222535576,0.0166129266138928,0.225879336803596,0.080848715536615,0.160484313286257
"plot.random","Plot random effects","TC","Total soil carbon","A","Balled-and-burlapped",-836406.330296902,3095233.97060828,-1468292.01388353,0.219951157579538,-0.0280988024113438,0.059773656304625
"plot.random","Plot random effects","TC","Total soil carbon","B","Bareroot",476283.346416855,2095159.29636045,-295203.275371078,1005106.5988765,-0.138065610658371,-0.00763979825400238
"plot.random","Plot random effects","TC","Total soil carbon","C","Seedling",-393785.216870359,3085571.14542996,-323255.039827403,1479877.40494731,-0.125661080135938,-0.00171540813419942
"plot.random","Plot random effects","TC","Total soil carbon","D","Acorn",-238758.061916413,1718478.78763942,-677389.243415207,421914.876880385,-0.151603024515659,-0.0300620580193525
"plot.random","Plot random effects","TC","Total soil carbon","E","Seedbank",-500231.175877031,2364020.32874923,-519961.865354831,1445230.25731778,-0.0417542217660067,0.0846192876371408
"plot.random","Plot random effects","TC","Total soil carbon","R","Reference",489552.034941395,2449090.27796484,-308844.905658753,477091.331208465,0.0531603243816333,0.174629165975212
"strip.plot.random","Strip and plot random effects","TC","Total soil carbon","A","Balled-and-burlapped",-602230.365293413,2016402.12459618,-1594728.20853346,0.370235705573744,-0.0447147192988126,0.0583819293930075
"strip.plot.random","Strip and plot random effects","TC","Total soil carbon","B","Bareroot",-613856.555652422,2204025.37331845,-2581915.75545008,126907.416307303,-0.14748561853766,-0.00123394998108683
"strip.plot.random","Strip and plot random effects","TC","Total soil carbon","C","Seedling",-850468.542436899,3619199.55230275,-4762301.49270131,1253904.52320693,-0.13142726755601,0.0133407941668628
"strip.plot.random","Strip and plot random effects","TC","Total soil carbon","D","Acorn",-747071.229791494,3346306.22247637,-4439979.58277129,943754.353154382,-0.166744773439201,-0.0170491287799798
"strip.plot.random","Strip and plot random effects","TC","Total soil carbon","E","Seedbank",-1083127.53918783,4385077.34862452,-4558668.96024056,1778014.07358888,-0.0424163468002225,0.100360736196356
"strip.plot.random","Strip and plot random effects","TC","Total soil carbon","R","Reference",-765116.79121544,3198989.65215026,-2589071.08560241,1795455.58390541,0.0464518660257266,0.196255345143604
"simple","Fixed effects only","total.abg.wood.carbon","Aboveground woody biomass","A","Balled-and-burlapped",-338300048.910726,759043194.146212,-1066488196.61056,-5680.94655942917,-39724151.5875154,-5680.94655942917
"simple","Fixed effects only","total.abg.wood.carbon","Aboveground woody biomass","B","Bareroot",-121581472.20603,452669401.198224,-871595433.793399,664618781.719452,-39486176.6968032,35850856.9964943
"simple","Fixed effects only","total.abg.wood.carbon","Aboveground woody biomass","C","Seedling",132511208.053899,666687308.864341,-430676508.999873,403780446.90261,-41376286.7170641,25982664.2739076
"simple","Fixed effects only","total.abg.wood.carbon","Aboveground woody biomass","D","Acorn",-100784064.436486,364739359.109814,-564972103.239319,363185874.517596,-45570546.1272113,30055744.2797496
"simple","Fixed effects only","total.abg.wood.carbon","Aboveground woody biomass","E","Seedbank",-15082739.1245915,393355880.618383,-766469645.994622,416309736.239992,-48131973.8123967,41508882.8084709
"simple","Fixed effects only","total.abg.wood.carbon","Aboveground woody biomass","R","Reference",-276188436.619681,851227334.02817,-1463427006.39211,563352929.273414,-74315088.3176404,25823198.3157527
"plot.random","Plot random effects","total.abg.wood.carbon","Aboveground woody biomass","A","Balled-and-burlapped",-4093086.72090066,8025885.39929433,-14058349.9145594,-9.29852554480158,-471545.439770512,-9.29852554480158
"plot.random","Plot random effects","total.abg.wood.carbon","Aboveground woody biomass","B","Bareroot",151271.521439208,5507970.40401412,-9744091.52458513,9821840.11312214,-635220.974829936,395963.314139118
"plot.random","Plot random effects","total.abg.wood.carbon","Aboveground woody biomass","C","Seedling",-1821917.0596645,10898672.9621043,-6754806.97620019,12011462.5218234,-221072.057153716,330873.727240517
"plot.random","Plot random effects","total.abg.wood.carbon","Aboveground woody biomass","D","Acorn",-1300435.53353992,8259388.61967334,-4755815.36186557,7504559.0142994,-481935.373291621,408553.513259592
"plot.random","Plot random effects","total.abg.wood.carbon","Aboveground woody biomass","E","Seedbank",-3193581.7648022,9116455.49740612,-13187651.3832657,4368282.64476652,-420203.860177793,362595.980505403
"plot.random","Plot random effects","total.abg.wood.carbon","Aboveground woody biomass","R","Reference",-114737.363406843,4315895.81454098,-6771928.09050068,2819169.56297918,-267897.279251836,217277.145530114
"strip.plot.random","Strip and plot random effects","total.abg.wood.carbon","Aboveground woody biomass","A","Balled-and-burlapped",-156253276.499044,435533003.652789,-278159083.473237,-350.618392944547,-15487186.1891111,-350.618392944547
"strip.plot.random","Strip and plot random effects","total.abg.wood.carbon","Aboveground woody biomass","B","Bareroot",26761713.3131205,121461829.642416,-80870951.840877,129560070.058369,-11607245.6619557,10606524.3577844
"strip.plot.random","Strip and plot random effects","total.abg.wood.carbon","Aboveground woody biomass","C","Seedling",71236978.8198429,304091682.164651,-79726825.6878564,150569912.511683,-13778454.4638488,11262106.8169575
"strip.plot.random","Strip and plot random effects","total.abg.wood.carbon","Aboveground woody biomass","D","Acorn",16976185.7439437,90882175.8101453,-49387463.5779663,128888340.036939,-3779391.0645219,6408205.53190364
"strip.plot.random","Strip and plot random effects","total.abg.wood.carbon","Aboveground woody biomass","E","Seedbank",61955071.2924769,383343600.478638,-140744673.786252,145859372.708491,-20759991.6381955,6915517.40958813
"strip.plot.random","Strip and plot random effects","total.abg.wood.carbon","Aboveground woody biomass","R","Reference",2811668.03983294,416849356.850017,-182676361.549971,186567117.678594,-6585149.77054769,13003057.5217932
"simple","Fixed effects only","total.bg.wood.carbon","Belowground woody biomass","A","Balled-and-burlapped",-619651495.794355,1940680826.74191,-1215219937.0541,-34.6420728096834,-21276682.1034481,-34.6420728096834
"simple","Fixed effects only","total.bg.wood.carbon","Belowground woody biomass","B","Bareroot",-877828605.326106,3007555772.27111,-1732085640.9267,1527239195.1542,-10880003.1231807,17660836.0796298
"simple","Fixed effects only","total.bg.wood.carbon","Belowground woody biomass","C","Seedling",88278587.7502654,1334690925.41599,-2091141347.26232,750311791.038785,-3580135.24205877,10970035.8136462
"simple","Fixed effects only","total.bg.wood.carbon","Belowground woody biomass","D","Acorn",-235499220.506526,2559749666.40128,-2122474345.07438,1137712027.17867,-11940618.2921786,17700864.2507756
"simple","Fixed effects only","total.bg.wood.carbon","Belowground woody biomass","E","Seedbank",-139297012.938413,1276028110.20017,-1076387485.87422,793319871.116881,-8851440.67887631,8239246.20783369
"simple","Fixed effects only","total.bg.wood.carbon","Belowground woody biomass","R","Reference",-114196125.333444,978573101.098019,-603041216.657663,1010999513.91318,-9603682.53633051,14232297.7158181
"plot.random","Plot random effects","total.bg.wood.carbon","Belowground woody biomass","A","Balled-and-burlapped",-321777333.952067,583345248.863966,-1331364410.46347,-2861.26191905863,-39527973.1035061,-2861.26191905863
"plot.random","Plot random effects","total.bg.wood.carbon","Belowground woody biomass","B","Bareroot",-76856742.9555726,442274356.551194,-659664774.783803,441096107.471375,-16809899.9000023,31627534.516017
"plot.random","Plot random effects","total.bg.wood.carbon","Belowground woody biomass","C","Seedling",85732885.8534292,321221209.190528,-275643392.781659,408658209.639108,-34100392.6224954,16015828.8935549
"plot.random","Plot random effects","total.bg.wood.carbon","Belowground woody biomass","D","Acorn",-120244770.216776,724451210.373498,-977080365.389779,576313055.558455,-51565553.674654,29123286.6103119
"plot.random","Plot random effects","total.bg.wood.carbon","Belowground woody biomass","E","Seedbank",-272877997.309491,881710809.003008,-1736630208.91538,558050225.858204,-12320459.840284,42198876.3200563
"plot.random","Plot random effects","total.bg.wood.carbon","Belowground woody biomass","R","Reference",95018035.8652814,377591729.454695,-284266534.846536,748405357.810174,-45504776.1858221,15523297.9179127
"strip.plot.random","Strip and plot random effects","total.bg.wood.carbon","Belowground woody biomass","A","Balled-and-burlapped",-44336156.2262222,85415935.3205818,-159217818.836381,-1027.70070955344,-6055591.35064571,-1919.34911156446
"strip.plot.random","Strip and plot random effects","total.bg.wood.carbon","Belowground woody biomass","B","Bareroot",-5395656.47494304,91743934.6721695,-93491181.8875223,123136838.666352,-4718033.06785922,5242380.09677543
"strip.plot.random","Strip and plot random effects","total.bg.wood.carbon","Belowground woody biomass","C","Seedling",-12021055.9041654,81067856.8581574,-94469890.7371298,139806251.589592,-6987057.03005714,5026294.24544956
"strip.plot.random","Strip and plot random effects","total.bg.wood.carbon","Belowground woody biomass","D","Acorn",-36395288.1662154,122102714.350632,-196633176.645742,185437688.902463,-5985883.56707542,3241250.40350353
"strip.plot.random","Strip and plot random effects","total.bg.wood.carbon","Belowground woody biomass","E","Seedbank",-10562851.9423761,60382986.6238821,-57676051.1112623,121242702.394556,-7559809.16491892,2583083.04397951
"strip.plot.random","Strip and plot random effects","total.bg.wood.carbon","Belowground woody biomass","R","Reference",1892085.88537011,49006475.5737344,-94272778.2336804,65206221.7360033,-8264973.52969015,9121829.1247049
"simple","Fixed effects only","total.live.carbon","Total live vegetation","A","Balled-and-burlapped",-949350132.440765,2616144978.93038,-2287618255.34939,-34.5349893552775,-94565997.406357,-34.5349893552775
"simple","Fixed effects only","total.live.carbon","Total live vegetation","B","Bareroot",-228112028.644967,1272411212.07158,-395981321.645581,1510075985.20179,-24657041.1520801,45265126.9825694
"simple","Fixed effects only","total.live.carbon","Total live vegetation","C","Seedling",-799987243.230549,4613916930.09366,-2900604128.60537,1935979652.90738,-46048926.3402692,41031969.7117918
"simple","Fixed effects only","total.live.carbon","Total live vegetation","D","Acorn",-265520126.393159,1704161621.48969,-1470846910.0623,620817228.792825,-33883796.7322924,62981609.8495734
"simple","Fixed effects only","total.live.carbon","Total live vegetation","E","Seedbank",-121961521.274749,2577287948.47624,-669714958.129778,3742362316.14829,-57057697.2839045,28743664.78875
"simple","Fixed effects only","total.live.carbon","Total live vegetation","R","Reference",-38526734.7517234,2790465120.12619,-2773395807.54843,2618258482.80764,-28884059.1015687,48950689.8312452
"plot.random","Plot random effects","total.live.carbon","Total live vegetation","A","Balled-and-burlapped",-133450070.932025,474684941.752919,-134383395.657837,-2584.0164293712,-8942211.63964241,-7556.38595193822
"plot.random","Plot random effects","total.live.carbon","Total live vegetation","B","Bareroot",-85123797.4451739,375655151.658554,-163347989.719037,75394413.8173471,-5535793.0424581,6548648.16011346
"plot.random","Plot random effects","total.live.carbon","Total live vegetation","C","Seedling",39902337.2709805,328961686.768966,-136428256.85234,72680228.4928675,-3785067.36047525,4848382.81700541
"plot.random","Plot random effects","total.live.carbon","Total live vegetation","D","Acorn",-37771193.3910195,176216411.454383,-294880995.449631,25497329.0028984,-5321400.49416283,6647305.59520139
"plot.random","Plot random effects","total.live.carbon","Total live vegetation","E","Seedbank",-582475478.754872,2282745527.50048,-201341572.833088,109349062.31007,-2203244.23112547,6787750.91205522
"plot.random","Plot random effects","total.live.carbon","Total live vegetation","R","Reference",-78028925.8479073,456620109.149263,-209841655.714719,101730863.066506,-5398032.77512848,5538152.4274668
"strip.plot.random","Strip and plot random effects","total.live.carbon","Total live vegetation","A","Balled-and-burlapped",-36772884.0916909,51358217.5303856,-92583751.7697664,-182.58395341807,-17490824.5682983,-182.58395341807
"strip.plot.random","Strip and plot random effects","total.live.carbon","Total live vegetation","B","Bareroot",-8201849.72227723,47552614.8535507,-114536586.227871,51482597.6320673,-8278251.38386389,14112522.2644793
"strip.plot.random","Strip and plot random effects","total.live.carbon","Total live vegetation","C","Seedling",-1575256.69232848,35799072.4049213,-62673474.3905749,47263453.1955444,-4512317.3521813,11677545.8440203
"strip.plot.random","Strip and plot random effects","total.live.carbon","Total live vegetation","D","Acorn",16017.5537611107,36977276.6133506,-55252261.2783218,70865192.2887788,-9980383.90252273,16146133.5345793
"strip.plot.random","Strip and plot random effects","total.live.carbon","Total live vegetation","E","Seedbank",-7123282.53517267,37986554.5930535,-72087796.9966625,58295066.7834885,-6801747.33030579,16895442.8066076
"strip.plot.random","Strip and plot random effects","total.live.carbon","Total live vegetation","R","Reference",-2333199.40769087,57666260.0351293,-140587014.093769,56528748.0320621,-7003212.3317431,18331633.6968106
"simple","Fixed effects only","total.dead.carbon","Total dead vegetation","A","Balled-and-burlapped",-21397944.6168617,48288585.8187179,-69661226.8786655,0.17361474399496,-450406.736744643,0.17361474399496
"simple","Fixed effects only","total.dead.carbon","Total dead vegetation","B","Bareroot",-11739086.3542644,42796439.6798584,-73225666.0675887,35490800.8772579,-233058.431732539,367015.435978538
"simple","Fixed effects only","total.dead.carbon","Total dead vegetation","C","Seedling",-15878247.6337866,62147096.8642258,-72739193.790979,64969232.4528413,-380009.734169367,200647.342714777
"simple","Fixed effects only","total.dead.carbon","Total dead vegetation","D","Acorn",-26549314.1625508,85078329.0558087,-180058099.662739,62870799.6121435,-392182.361037633,159207.290665864
"simple","Fixed effects only","total.dead.carbon","Total dead vegetation","E","Seedbank",-8990162.37219219,57681114.5924075,-43704693.7968047,43860721.9075629,-803243.29800906,38351.213160052
"simple","Fixed effects only","total.dead.carbon","Total dead vegetation","R","Reference",-2068114.22781385,23371864.2917806,-43681076.6589241,36196643.5446664,-220673.111335539,152242.948536999
"plot.random","Plot random effects","total.dead.carbon","Total dead vegetation","A","Balled-and-burlapped",-11226421486.1465,28820750157.8341,-58641884451.4532,0.331042844545483,-468295.673748804,0.331042844545483
"plot.random","Plot random effects","total.dead.carbon","Total dead vegetation","B","Bareroot",5654393882.27172,15550415718.7122,-1685811482.76098,31926918860.8817,-123167.713361036,535165.616155341
"plot.random","Plot random effects","total.dead.carbon","Total dead vegetation","C","Seedling",5688258695.54898,15625883597.1197,-3057965673.33794,29123893030.3066,-200991.800203784,414201.646283437
"plot.random","Plot random effects","total.dead.carbon","Total dead vegetation","D","Acorn",-5117706230.22886,13150120447.3538,-26637174452.9868,921075362.273511,-182374.638836201,431995.63134299
"plot.random","Plot random effects","total.dead.carbon","Total dead vegetation","E","Seedbank",3961500363.37368,20202470304.871,-10361448568.8199,21073927452.2378,-235544.647644107,401697.189091763
"plot.random","Plot random effects","total.dead.carbon","Total dead vegetation","R","Reference",6721106933.51313,19076169375.417,-2339891565.18177,30711695600.0401,-150411.084601071,500264.092582852
"strip.plot.random","Strip and plot random effects","total.dead.carbon","Total dead vegetation","A","Balled-and-burlapped",-661460.015256298,909527.077511477,-2115568.90705452,-2.35031142631635,-150130.149835191,-2.35031142631635
"strip.plot.random","Strip and plot random effects","total.dead.carbon","Total dead vegetation","B","Bareroot",-576285.599748403,1461744.48253926,-2985418.08110448,1383405.73303724,-104833.076490351,22546.7942800583
"strip.plot.random","Strip and plot random effects","total.dead.carbon","Total dead vegetation","C","Seedling",-223008.525780256,1021284.51439149,-1499445.23366448,1409868.88889879,-58514.5001072521,63291.1290907409
"strip.plot.random","Strip and plot random effects","total.dead.carbon","Total dead vegetation","D","Acorn",-191430.912786252,1218193.08583149,-1892373.6390863,1948739.40042949,-54149.285360603,72802.4884731557
"strip.plot.random","Strip and plot random effects","total.dead.carbon","Total dead vegetation","E","Seedbank",-535994.404798589,1146212.92696891,-3142916.24035264,593913.928796871,-116593.432910045,98624.8732697611
"strip.plot.random","Strip and plot random effects","total.dead.carbon","Total dead vegetation","R","Reference",3228.67880053985,816603.693690822,-872443.602778047,1742788.62637833,-31198.2532651448,73047.2399163059
"simple","Fixed effects only","total.veg.carbon","Total vegetation","A","Balled-and-burlapped",-465974525.143068,1459838401.91142,-698630528.342336,-60.9379721774021,-28147517.3076177,-60.9379721774021
"simple","Fixed effects only","total.veg.carbon","Total vegetation","B","Bareroot",-306855140.262704,965318126.487986,-1027988029.12311,179169497.199023,-32201513.6618192,9447011.84034065
"simple","Fixed effects only","total.veg.carbon","Total vegetation","C","Seedling",-693549274.158301,2431338234.43229,-1196474788.08139,545831369.648913,-30885643.7241649,10089605.2735641
"simple","Fixed effects only","total.veg.carbon","Total vegetation","D","Acorn",-491607045.617669,1857554956.27955,-1172433693.41884,321827952.50275,-64870187.3115851,7834847.92484028
"simple","Fixed effects only","total.veg.carbon","Total vegetation","E","Seedbank",-28829380.4590914,2017015653.10533,-1114071515.48356,697585816.544579,-28795838.4127569,15600125.3909387
"simple","Fixed effects only","total.veg.carbon","Total vegetation","R","Reference",-414736923.721899,1099286012.99806,-1247737967.52737,117893763.796439,-19438071.5507697,31667252.5691333
"plot.random","Plot random effects","total.veg.carbon","Total vegetation","A","Balled-and-burlapped",-62183907.817517,105792496.887906,-201344928.295507,-471.726190848756,-20704953.7542517,-471.726190848756
"plot.random","Plot random effects","total.veg.carbon","Total vegetation","B","Bareroot",-76632340.6288033,207125881.650958,-362646439.746485,129053932.724775,-9329088.07019013,31773459.5047136
"plot.random","Plot random effects","total.veg.carbon","Total vegetation","C","Seedling",-72964697.0420642,266648387.528818,-297973574.789451,180605814.109184,-31221394.5723203,14307285.3520358
"plot.random","Plot random effects","total.veg.carbon","Total vegetation","D","Acorn",-20658815.8202081,181306144.40224,-106473992.423583,123957417.226491,-16104002.0429677,12809940.872907
"plot.random","Plot random effects","total.veg.carbon","Total vegetation","E","Seedbank",-47934138.5122871,166511477.57963,-228122576.046384,217454628.894674,-9849810.25399332,37172151.684693
"plot.random","Plot random effects","total.veg.carbon","Total vegetation","R","Reference",-38832692.9241173,155511902.430158,-236939678.740312,124631417.770381,-14730559.3939581,11928522.2523731
"strip.plot.random","Strip and plot random effects","total.veg.carbon","Total vegetation","A","Balled-and-burlapped",-59483357.3772144,114810275.840368,-181872725.130069,-236.747789658606,-13070762.4068637,-236.747789658606
"strip.plot.random","Strip and plot random effects","total.veg.carbon","Total vegetation","B","Bareroot",9230994.59288009,20044898.3179405,-14529664.172983,46969196.3423491,-4376553.1532468,2672278.94781569
"strip.plot.random","Strip and plot random effects","total.veg.carbon","Total vegetation","C","Seedling",-34401899.5466605,83345504.8935267,-189960608.705466,58378080.7542892,-7274170.54673031,8400057.15705623
"strip.plot.random","Strip and plot random effects","total.veg.carbon","Total vegetation","D","Acorn",-13081470.2189502,120824582.563636,-311075789.088714,118941776.643084,-6270888.14687685,6808596.97108658
"strip.plot.random","Strip and plot random effects","total.veg.carbon","Total vegetation","E","Seedbank",16736050.7294277,78099121.0429812,-117504105.639641,166198627.829807,-12191514.4930729,3611339.44179643
"strip.plot.random","Strip and plot random effects","total.veg.carbon","Total vegetation","R","Reference",-6091547.98089347,74462874.9212556,-86817760.0686219,118980464.757175,-7462443.19321316,4472488.66947756
"simple","Fixed effects only","total.ecosystem.carbon","Total ecosystem","A","Balled-and-burlapped",-333970203096.029,909816502017.596,-1529575897700.96,-19.5915498903969,-2395968.66000843,-19.5915498903969
"simple","Fixed effects only","total.ecosystem.carbon","Total ecosystem","B","Bareroot",88957374374.5025,646573904753.013,-15676412326.3221,863615287156.191,-1791035.94054369,1459453.45004224
"simple","Fixed effects only","total.ecosystem.carbon","Total ecosystem","C","Seedling",172411541660.316,504862994771.599,-31992821297.0059,775488688019.924,-550727.056842195,1307448.90794766
"simple","Fixed effects only","total.ecosystem.carbon","Total ecosystem","D","Acorn",-76377170015.9941,409551617170.623,-17173657184.9789,697290142751.968,-1611689.51119025,1592723.29976862
"simple","Fixed effects only","total.ecosystem.carbon","Total ecosystem","E","Seedbank",26482406136.1576,392541647306.769,-25797816323.0727,614168006436.865,-1811118.37265346,1010960.3622207
"simple","Fixed effects only","total.ecosystem.carbon","Total ecosystem","R","Reference",-317780056506.168,1299579185205.8,-213827882328.554,1270150499361.17,-926904.890995586,1795302.98679237
"plot.random","Plot random effects","total.ecosystem.carbon","Total ecosystem","A","Balled-and-burlapped",-1401460454.98548,5392417566.32278,-795157233.6224,2.76581292287862,-5048569.70673068,2.76581292287862
"plot.random","Plot random effects","total.ecosystem.carbon","Total ecosystem","B","Bareroot",563415022.14428,3915689564.95015,-462747851.565328,588128534.024603,-2092474.08357846,2894853.28067813
"plot.random","Plot random effects","total.ecosystem.carbon","Total ecosystem","C","Seedling",594775644.616541,2308505788.01241,-231742526.87171,636144797.152378,-734537.37286692,4874194.64573651
"plot.random","Plot random effects","total.ecosystem.carbon","Total ecosystem","D","Acorn",456248416.203892,2670535005.63599,-397792542.489842,588030358.252859,-4567099.8239895,1729224.3344734
"plot.random","Plot random effects","total.ecosystem.carbon","Total ecosystem","E","Seedbank",368752872.932669,1743418914.24104,-438276926.127916,367649762.735434,-6186969.59016906,2172247.59830771
"plot.random","Plot random effects","total.ecosystem.carbon","Total ecosystem","R","Reference",266037655.953994,1639593107.96834,-479954083.452414,386798754.945115,-2659815.6536599,2892697.42171161
"strip.plot.random","Strip and plot random effects","total.ecosystem.carbon","Total ecosystem","A","Balled-and-burlapped",-9431161.97104229,22259075.0891097,-29101248.1280849,-4.74564944333332,-339835.529970105,-4.74564944333332
"strip.plot.random","Strip and plot random effects","total.ecosystem.carbon","Total ecosystem","B","Bareroot",-12682718.0579752,26603461.5290628,-61883681.5271362,4574945.63487767,-271608.325287024,162685.170004221
"strip.plot.random","Strip and plot random effects","total.ecosystem.carbon","Total ecosystem","C","Seedling",-539115.664044021,6318263.07584895,-11173287.4785434,7590070.37298741,-631901.369089055,298843.201225279
"strip.plot.random","Strip and plot random effects","total.ecosystem.carbon","Total ecosystem","D","Acorn",3291902.80755044,17665288.2107521,-18644639.3534388,16615254.4512278,-199774.198956441,236974.674388584
