"model","model.label","variable","variable.label","treatment","full.treatment.name","posterior.mean","posterior.se","5","95","25","75"
"simple","Fixed effects only","h.japonicus.c.stock","H. japonicus biomass","R","Reference",-28365157.6678869,546503373.848846,-844056435.476857,1029724855.61861,-97003623.2395499,108520903.602333
"plot.random","Plot random effects","h.japonicus.c.stock","H. japonicus biomass","A","Balled-and-burlapped",-2.04646480490631,1.33667730664133,-4.65009921963247,-0.942253715659773,-1.5882069727547,-0.953508043929787
"plot.random","Plot random effects","h.japonicus.c.stock","H. japonicus biomass","B","Bareroot",-1.04765216891468,2.1405390001124,-4.16624426630517,1.96035538727172,-2.4903800705878,0.144804085823345
"plot.random","Plot random effects","h.japonicus.c.stock","H. japonicus biomass","C","Seedling",-5.16487711889517,3.39812509874412,-10.342115865481,-1.66760050168164,-4.24474007509908,-1.47209741932959
"plot.random","Plot random effects","h.japonicus.c.stock","H. japonicus biomass","D","Acorn",0.0520005408877069,1.30085564189057,-1.32859563773663,2.26145586646179,-1.15260555534607,-0.499955424738387
"plot.random","Plot random effects","h.japonicus.c.stock","H. japonicus biomass","E","Seedbank",3.68167890103914,1.6132120909433,1.3540215273278,5.66886811051304,4.41745176760066,5.61764073105394
"plot.random","Plot random effects","h.japonicus.c.stock","H. japonicus biomass","R","Reference",-14.5944614347169,5.13357126167769,-18.6451940662157,-7.81843227832135,-16.5586131818843,-12.793104899215
"strip.plot.random","Strip and plot random effects","h.japonicus.c.stock","H. japonicus biomass","A","Balled-and-burlapped",-2.74919537137326,2.28871541566961,-7.27844044538022,-0.780482885322483,-2.42318129666659,-0.7798394012894
"strip.plot.random","Strip and plot random effects","h.japonicus.c.stock","H. japonicus biomass","B","Bareroot",-0.552956175668143,4.03673746689976,-5.90417574296929,5.79498663835494,-5.8400475567034,-1.91041545077253
"strip.plot.random","Strip and plot random effects","h.japonicus.c.stock","H. japonicus biomass","C","Seedling",-1.81003754016371,2.99888057492145,-6.1928998543662,3.03090752851644,-4.02263559768016,-0.597916920924191
"strip.plot.random","Strip and plot random effects","h.japonicus.c.stock","H. japonicus biomass","D","Acorn",-2.07470807178725,2.98236136863318,-7.19137069463152,1.13168761490264,-0.692337104562727,0.980972811987922
"strip.plot.random","Strip and plot random effects","h.japonicus.c.stock","H. japonicus biomass","E","Seedbank",4.27021115733144,2.883091589973,1.39803095362065,9.57213074102814,1.45859713892997,4.18578580010141
"strip.plot.random","Strip and plot random effects","h.japonicus.c.stock","H. japonicus biomass","R","Reference",-18.5931985040824,22.3245579878794,-62.7331648334076,2.60972737993714,-12.1619447606305,-8.62327935996774
"simple","Fixed effects only","herbaceous.litter.c.stock","Herbaceous litter","A","Balled-and-burlapped",-17521303466.8053,28199807169.1176,-59436503970.4119,-12101.1660155356,-2606502164.21039,-12101.1660155356
"simple","Fixed effects only","herbaceous.litter.c.stock","Herbaceous litter","B","Bareroot",5258476672.41254,20836296731.5222,-28712675439.5422,35673945811.7348,-894840196.87846,2346300857.13263
"simple","Fixed effects only","herbaceous.litter.c.stock","Herbaceous litter","C","Seedling",3964149937.81788,19334829062.9507,-20462505252.2163,40662833575.4318,-2980694833.86313,1825911695.5806
"simple","Fixed effects only","herbaceous.litter.c.stock","Herbaceous litter","D","Acorn",710900884.056502,30580610944.2039,-25971560679.4834,33173571964.1935,-2979362592.694,2189007325.68664
"simple","Fixed effects only","herbaceous.litter.c.stock","Herbaceous litter","E","Seedbank",702043359.743905,25551196357.7834,-33002978167.268,33712523971.9002,-3392371730.85399,1050026756.54032
"simple","Fixed effects only","herbaceous.litter.c.stock","Herbaceous litter","R","Reference",-8096983661.52562,21681824289.7345,-41985720887.8483,17116645678.2276,-4432768526.55978,899614550.844228
"plot.random","Plot random effects","herbaceous.litter.c.stock","Herbaceous litter","A","Balled-and-burlapped",-1488628956.03248,2610477120.37385,-5594170218.46933,-5580.68359593861,-325924351.711112,-5580.68359593861
"plot.random","Plot random effects","herbaceous.litter.c.stock","Herbaceous litter","B","Bareroot",147299416.265519,2354293234.69071,-2062043839.6608,4445972748.03955,-219937316.352564,172693505.184334
"plot.random","Plot random effects","herbaceous.litter.c.stock","Herbaceous litter","C","Seedling",213719938.593189,2286004255.3357,-2188792852.25871,6231334985.82336,-465201753.264358,67401379.193847
"plot.random","Plot random effects","herbaceous.litter.c.stock","Herbaceous litter","D","Acorn",353454823.500896,2134713171.0689,-2939259502.16322,4421007186.07211,-225809404.147875,204735869.309948
"plot.random","Plot random effects","herbaceous.litter.c.stock","Herbaceous litter","E","Seedbank",37635303.5700892,1331111360.91279,-2492323659.57498,1876383832.10281,-186653031.559391,205636745.570299
"plot.random","Plot random effects","herbaceous.litter.c.stock","Herbaceous litter","R","Reference",-66141676.0422081,1808752426.14573,-4044510987.98904,1638815492.88815,-337467895.600384,155098305.107869
"strip.plot.random","Strip and plot random effects","herbaceous.litter.c.stock","Herbaceous litter","A","Balled-and-burlapped",-55724522.6757781,95723451.6029604,-131416352.723607,-974.301663816324,-31393093.4831086,-974.301663816324
"strip.plot.random","Strip and plot random effects","herbaceous.litter.c.stock","Herbaceous litter","B","Bareroot",734574.233428517,42974208.1965408,-65889138.4013595,73710489.1040546,-17996350.3842326,5976400.38149003
"strip.plot.random","Strip and plot random effects","herbaceous.litter.c.stock","Herbaceous litter","C","Seedling",16393728.6430228,55116883.1452917,-59064750.4879605,71927968.8480367,-6086315.62447385,29492641.1149309
"strip.plot.random","Strip and plot random effects","herbaceous.litter.c.stock","Herbaceous litter","D","Acorn",20681673.4577312,39628804.0401706,-14967357.6420904,69967700.0849629,-13368581.3269694,9089956.68471061
"strip.plot.random","Strip and plot random effects","herbaceous.litter.c.stock","Herbaceous litter","E","Seedbank",-2833887.41315354,128370762.97022,-119581668.678269,95046792.9191655,-19945462.0708609,18069386.3842919
"strip.plot.random","Strip and plot random effects","herbaceous.litter.c.stock","Herbaceous litter","R","Reference",2224826.22822399,85219084.4861927,-44297130.9077014,94068686.2665087,-7051913.83218092,25053341.3289321
"simple","Fixed effects only","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","A","Balled-and-burlapped",-118008865.252627,224862190.209646,-349201429.57537,-371.427053700027,-21802864.8718477,-371.427053700027
"simple","Fixed effects only","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","B","Bareroot",11341303.3615769,130574173.80625,-175966012.491402,151135949.420042,-7875218.1714966,15517144.529923
"simple","Fixed effects only","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","C","Seedling",-118093919.489027,466574084.509144,-254245985.383686,330555577.470394,-10423504.570537,16897519.5120184
"simple","Fixed effects only","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","D","Acorn",-11794454.3663564,214427928.281236,-209911351.811881,244125115.681999,-8351254.55284773,24927958.8791925
"simple","Fixed effects only","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","E","Seedbank",-63407205.0295234,281625405.81247,-219338703.469915,295799381.781482,-15729207.7847494,16577999.9960999
"simple","Fixed effects only","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","R","Reference",-22578937.3534166,226306905.132541,-278137165.242565,210367685.514147,-9718622.12238046,21382046.2745596
"plot.random","Plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","A","Balled-and-burlapped",-28936129.059587,78618276.0239789,-184924376.349413,2.25002428505272,-4449.95966890635,2.25002428505272
"plot.random","Plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","B","Bareroot",8087662.23811479,50549499.2313524,-10607100.0084524,77831349.4955684,-4202.75638519596,1696.41773051592
"plot.random","Plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","C","Seedling",10730017.5053076,35482845.2283394,-18057120.2921264,42244005.1526091,-3747.43369716818,2552.13337491327
"plot.random","Plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","D","Acorn",-2762833.44434308,41316775.7902905,-13548826.3412239,54292903.9263298,-12601.3408282586,1148.54832811968
"plot.random","Plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","E","Seedbank",15374715.1049775,60711915.1722386,-58214039.7308861,67614631.4041813,-8672.4494936296,1797.87442784454
"plot.random","Plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","R","Reference",8130365.90546779,47655845.4774757,-12865598.0610819,43025813.0498288,-3042.5051394052,725.227495398756
"strip.plot.random","Strip and plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","A","Balled-and-burlapped",-309007443.72903,1333792876.1268,-270560440.860685,4.03441607045395,-403458.872169536,4.03441607045395
"strip.plot.random","Strip and plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","B","Bareroot",-86881528.8008127,858897487.11529,-438318945.356847,134857717.314499,-160309.997456159,184432.128106971
"strip.plot.random","Strip and plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","C","Seedling",-34116881.7035827,948481158.750134,-320233424.349887,165113551.900539,-466922.736600188,139383.825461034
"strip.plot.random","Strip and plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","D","Acorn",-499112464.86247,2407890355.54973,-382970052.273688,198923025.81686,-115446.354799617,343681.896055567
"strip.plot.random","Strip and plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","E","Seedbank",-430081230.246908,2430885479.73876,-288578102.473412,227401678.318221,-259496.307116243,204932.287703104
"strip.plot.random","Strip and plot random effects","fine.woody.debris.c.stock","Fine woody debris (< 2.5 cm)","R","Reference",-424500120.859167,1577026807.52951,-304398141.857747,83057624.8774753,-327446.60352804,314906.963884432
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","A","Balled-and-burlapped",-1979456169.00746,4158965148.13166,-8272620588.08966,1.04577119419159,-14563.9072135833,1.04577119419159
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","B","Bareroot",-221462487.41775,1706357329.94684,-3499481624.86461,973203465.515712,-9191.19216975499,17593.6082564531
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","C","Seedling",773743173.831523,2185066333.88066,-1724925134.36138,4620135280.72141,-43781.3231563021,9018.77362075928
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","D","Acorn",303875150.441347,3341655564.62887,-3830237200.16436,5037841803.10922,-10615.1972816224,1306.69509175572
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","E","Seedbank",-366579782.761696,3870130763.88893,-2347525612.20802,6324052807.83502,-13791.0385129658,22219.2764244636
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","R","Reference",505755732.042233,3424212490.36647,-2681764563.57398,7694810007.02122,-25168.0823208058,6502.82779095376
"plot.random","Plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","A","Balled-and-burlapped",-2855158813.12884,8175932776.04707,-7476914734.07977,1.62489089882149,-202560.352405265,1.62489089882149
"plot.random","Plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","B","Bareroot",1865283244.41573,6087072079.87971,-417933838.322479,4665251903.88829,-72274.6546339677,108442.130675581
"plot.random","Plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","C","Seedling",1462056634.1444,4988479174.45803,-654298521.814651,3408168107.53961,-150574.133505947,64180.6248919009
"plot.random","Plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","D","Acorn",276246901.858401,2294442493.74159,-161590983.636465,3048721528.47468,-124598.550395921,127126.008943287
"plot.random","Plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","E","Seedbank",2086731201.21512,6324722833.55834,-3944408450.89431,4657667859.12254,-127965.472640168,7353.76842831823
"plot.random","Plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","R","Reference",566824046.301909,1533927856.97461,-163240495.761149,2522280354.18373,-84677.7162689382,122009.926120358
"strip.plot.random","Strip and plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","A","Balled-and-burlapped",-3706393.78864868,12676664.3231957,-6997359.63359922,5.3688929080173,-240245.735439261,5.3688929080173
"strip.plot.random","Strip and plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","B","Bareroot",-1531934.23427826,8395058.78935412,-5879582.21449574,6451136.8832934,-81209.228315418,208634.590339487
"strip.plot.random","Strip and plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","C","Seedling",-647060.94952846,10313501.2990977,-8171100.46753121,2452028.84612875,-83196.8905982506,80990.1723807092
"strip.plot.random","Strip and plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","D","Acorn",-13620295.4611886,50722053.4718044,-3481903.84421148,7343436.40520358,-96365.1404031798,165357.603030234
"strip.plot.random","Strip and plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","E","Seedbank",-2852843.3159005,14576516.8460685,-11918814.4544259,5603761.94672705,-168300.004190762,199718.455424615
"strip.plot.random","Strip and plot random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio","R","Reference",-7623497.73453246,33562007.6974146,-6426475.70703555,4721503.81803847,-143185.844683933,256178.11697363
"simple","Fixed effects only","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","A","Balled-and-burlapped",-667983.595509754,2392675.08319963,-1415652.88181004,0.0759435771655268,-0.116417433484866,-0.0481705380211764
"simple","Fixed effects only","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","B","Bareroot",-574720.049189133,4839578.36561184,-1856679.81480866,901743.482603368,0.0500116400540683,0.143244943603685
"simple","Fixed effects only","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","C","Seedling",-309604.599103806,1900319.35838372,-2044068.85096534,517627.30584129,0.0472416275753936,0.140163134794762
"simple","Fixed effects only","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","D","Acorn",-524925.676700123,3894563.55050759,-1941664.77130618,337042.209601672,-0.0229133256302055,0.0732930088249976
"simple","Fixed effects only","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","E","Seedbank",-1262470.8260701,6133256.6408004,-3148419.91244609,502538.955117217,-0.0025420445173317,0.093190826692001
"simple","Fixed effects only","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","R","Reference",-492122.646028174,2949318.93043513,-2201590.43716488,514131.148165098,0.163434197679446,0.252212932420409
"plot.random","Plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","A","Balled-and-burlapped",-259005005.673201,752618624.4695,-1012050173.99036,0.118993248536306,-0.117869840988512,-0.0445749968535652
"plot.random","Plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","B","Bareroot",-371656090.372273,1394587718.35632,-676578139.524294,2393277483.69982,0.0438564129418517,0.145405255727959
"plot.random","Plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","C","Seedling",-209493640.829616,872351744.153882,-1092600518.64256,150746721.524957,0.0421354346977846,0.145563254791531
"plot.random","Plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","D","Acorn",-299662088.655386,1315542354.2443,-897758892.24087,1030515715.96501,-0.0265226314945661,0.0770650046711584
"plot.random","Plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","E","Seedbank",-184015019.558582,900285608.428381,-964993045.545326,865937041.613715,-0.00574437572647497,0.0973218054481154
"plot.random","Plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","R","Reference",-486400930.533732,1770534551.6456,-1391784462.88846,2509999411.11201,0.155508542053526,0.252702015175691
"strip.plot.random","Strip and plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","A","Balled-and-burlapped",-38032717.7655336,79484327.3801136,-122962281.079899,0.156786588949381,-0.151485818635677,-0.00385614476535903
"strip.plot.random","Strip and plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","B","Bareroot",-1733555.55759149,74648573.674189,-65107832.3750615,114160335.049855,-0.015045653507736,0.187033196068271
"strip.plot.random","Strip and plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","C","Seedling",-13056920.7230458,82699341.4663518,-85167862.2206499,112678340.675664,-0.00659436026075646,0.189691042296834
"strip.plot.random","Strip and plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","D","Acorn",6019593.73929967,38453011.2135082,-29488569.6685892,102159069.077977,-0.0840621936718559,0.122092581143513
"strip.plot.random","Strip and plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","E","Seedbank",-54698400.2714821,155507483.355945,-403455485.686305,59548679.1637748,-0.0746677690472722,0.121652830414226
"strip.plot.random","Strip and plot random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio","R","Reference",-4394558.35728866,64474270.8534444,-89935399.4365098,61321985.7328235,0.0903242175722833,0.296355507667767
"simple","Fixed effects only","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","A","Balled-and-burlapped",-1575341758.42927,2080991373.02163,-4343003712.29488,-13.5919695347511,-306234123.428616,-13.5919695347511
"simple","Fixed effects only","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","B","Bareroot",-449869204.989972,1317675681.85842,-2790671046.01434,1656756235.34096,-281105091.120331,131874644.954665
"simple","Fixed effects only","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","C","Seedling",-44452312.40282,1312241649.7135,-2385840118.37661,1997453626.59921,-189964490.585343,171480401.723875
"simple","Fixed effects only","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","D","Acorn",-808369849.829738,2574843563.52,-5387427067.30237,3488442764.50029,-420394440.539745,191240570.766074
"simple","Fixed effects only","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","E","Seedbank",511308246.826858,1764210736.60404,-1866694708.6635,3295537043.30401,-218567856.850122,186248905.880905
"simple","Fixed effects only","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","R","Reference",571543443.747875,1461466471.87681,-983446038.263803,2452569441.82053,-346446675.50411,92168142.9280087
"plot.random","Plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","A","Balled-and-burlapped",-116260474.373043,214503357.156772,-417780438.525851,-512.979038517574,-14164367.3657286,-512.979038517574
"plot.random","Plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","B","Bareroot",-148631697.871911,382489876.997339,-1075618477.84175,125389445.700695,-15467756.3471288,8078251.89452146
"plot.random","Plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","C","Seedling",-100284922.21533,356934311.695091,-624211069.658097,129437599.934468,-8618267.23818742,14204292.8269312
"plot.random","Plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","D","Acorn",-112656693.921878,503734450.844551,-282904886.651711,582809424.274301,-12905380.1821758,6373828.32156046
"plot.random","Plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","E","Seedbank",-8298333.83822413,173909695.513853,-254596003.614421,298025059.948105,-13532391.3400337,5417334.39340938
"plot.random","Plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","R","Reference",-104514016.424922,483069751.433768,-343402977.883104,140736269.987462,-18257700.8749929,17986505.0990986
"strip.plot.random","Strip and plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","A","Balled-and-burlapped",-197614589.69521,625069776.8972,-511997054.619601,4.78662175982713,-1145829.92349828,4.78662175982713
"strip.plot.random","Strip and plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","B","Bareroot",39031340.3989173,377327736.025423,-220316209.701163,231090606.248435,-418905.278507836,493029.918531643
"strip.plot.random","Strip and plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","C","Seedling",-76418145.8239577,433819135.579647,-876643156.879836,150683358.549949,-444213.525347583,688794.91463581
"strip.plot.random","Strip and plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","D","Acorn",-133036756.406414,638265210.037785,-1126685895.44856,70273828.2710944,-566879.109681148,313282.302298134
"strip.plot.random","Strip and plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","E","Seedbank",-83211511.1012093,504126275.869913,-298205583.028843,576154543.161431,-587074.456005407,348899.492337895
"strip.plot.random","Strip and plot random effects","herbaceous.biomass.cn.ratio","Herbaceous biomass C:N ratio","R","Reference",57139726.4317632,290626407.118503,-159813072.875599,256366462.437265,-340380.102066303,799217.009804803
"simple","Fixed effects only","MOC","Mineral-associated organic carbon","A","Balled-and-burlapped",-160446622.938514,384056241.321134,-734294356.322182,0.140708247140226,-0.220395962545217,-0.0312147067191866
"simple","Fixed effects only","MOC","Mineral-associated organic carbon","B","Bareroot",88375247.1827526,329244316.160543,-105185297.923294,789209649.288221,-0.204643839446414,0.0757236368422795
"simple","Fixed effects only","MOC","Mineral-associated organic carbon","C","Seedling",24767710.4382556,184517722.8965,-97493770.1217071,502814984.40364,-0.134057016092009,0.13105106835336
"simple","Fixed effects only","MOC","Mineral-associated organic carbon","D","Acorn",-42692703.6766892,170851546.691215,-422273498.134919,52109225.2708052,-0.0410948166412229,0.21488211277143
"simple","Fixed effects only","MOC","Mineral-associated organic carbon","E","Seedbank",1390558.75848179,145980373.76609,-65228631.5212265,285199787.042628,0.156469818782206,0.396636143011023
"simple","Fixed effects only","MOC","Mineral-associated organic carbon","R","Reference",84570857.7610653,221270628.980892,-58938054.3463673,361013684.398812,0.257094972458604,0.486014811959861
"plot.random","Plot random effects","MOC","Mineral-associated organic carbon","A","Balled-and-burlapped",-196865837.477666,446294115.969367,-735168337.340746,0.1713045607913,-0.218325661248208,-0.0248481380839593
"plot.random","Plot random effects","MOC","Mineral-associated organic carbon","B","Bareroot",19235349.448682,263742703.578745,-260037493.162837,456388324.570054,-0.193834894575077,0.0818530250109576
"plot.random","Plot random effects","MOC","Mineral-associated organic carbon","C","Seedling",-79162708.3623494,431148918.411288,-594682347.013233,346288732.276842,-0.130098016441778,0.142462400543893
"plot.random","Plot random effects","MOC","Mineral-associated organic carbon","D","Acorn",47626542.9626604,381237395.456981,-437415367.402719,701579558.062218,-0.0382989750939864,0.228286252131067
"plot.random","Plot random effects","MOC","Mineral-associated organic carbon","E","Seedbank",30894953.4546376,157231155.773081,-114982622.344344,305307244.033078,0.141606827493644,0.395633839663266
"plot.random","Plot random effects","MOC","Mineral-associated organic carbon","R","Reference",21805067.1936557,338599919.651655,-884858032.26195,226331487.616721,0.243318174963331,0.496981641954947
"strip.plot.random","Strip and plot random effects","MOC","Mineral-associated organic carbon","A","Balled-and-burlapped",-1386327089.97411,2938839697.25254,-7259947546.44008,0.244494426603936,-279575.693108093,0.244494426603936
"strip.plot.random","Strip and plot random effects","MOC","Mineral-associated organic carbon","B","Bareroot",44541634.8927211,1274288868.2407,-100484648.876539,2315492841.02441,-383376.188977682,96154.378842896
"strip.plot.random","Strip and plot random effects","MOC","Mineral-associated organic carbon","C","Seedling",761401264.489931,2247153208.17566,-1195520455.77488,5096759703.53199,-286201.502278416,169443.483469864
"strip.plot.random","Strip and plot random effects","MOC","Mineral-associated organic carbon","D","Acorn",542390940.863472,1573516683.32647,-164352941.417103,2726293336.06183,-522846.48026418,168595.743314965
"strip.plot.random","Strip and plot random effects","MOC","Mineral-associated organic carbon","E","Seedbank",-380277898.05594,1735282935.66309,-2190658587.86467,770649602.40454,-338559.254328191,179254.187725936
"strip.plot.random","Strip and plot random effects","MOC","Mineral-associated organic carbon","R","Reference",284024675.263166,2436106503.29444,-56629483.7459433,4428896812.93482,-573403.238650421,282135.139808887
"simple","Fixed effects only","POC","Particulate organic carbon","A","Balled-and-burlapped",-1587507867.44593,5429488752.81013,-2308322525.44184,0.494525216475,-0.240234924957929,0.112691925529779
"simple","Fixed effects only","POC","Particulate organic carbon","B","Bareroot",-192429720.359596,4274129025.14995,-3147161481.69122,742105554.654157,-0.148322221834646,0.341072350900329
"simple","Fixed effects only","POC","Particulate organic carbon","C","Seedling",-742464213.622219,4908009736.00202,-2247677930.74828,1822669387.8594,-0.454347277531124,0.105763958993775
"simple","Fixed effects only","POC","Particulate organic carbon","D","Acorn",-1240631950.22563,6137467805.78875,-1649088015.33178,1576889763.16441,-0.249031415694018,0.256165231032235
"simple","Fixed effects only","POC","Particulate organic carbon","E","Seedbank",-1843109660.23484,9309289739.18865,-816447960.267691,1769137407.72047,-0.0680635001472265,0.398749871681905
"simple","Fixed effects only","POC","Particulate organic carbon","R","Reference",-112918074.23772,5173697431.18668,-5668063639.9987,1275224049.33813,-0.13226129260789,0.353532500929711
"plot.random","Plot random effects","POC","Particulate organic carbon","A","Balled-and-burlapped",-5724753711.17529,16560003440.3391,-21736785267.5464,0.470736896326019,-0.243499799978445,0.145595694164843
"plot.random","Plot random effects","POC","Particulate organic carbon","B","Bareroot",2769977629.34963,9438944510.33958,-3407080056.93748,10703495685.7356,-0.160355117176177,0.362499992274098
"plot.random","Plot random effects","POC","Particulate organic carbon","C","Seedling",2585445951.85007,10622845923.5448,-1937317338.97036,24132185265.9119,-0.436683720836768,0.130652496854778
"plot.random","Plot random effects","POC","Particulate organic carbon","D","Acorn",-1425441222.90608,10059788117.6885,-5803740943.28249,10848935101.202,-0.253034894962338,0.29355497455983
"plot.random","Plot random effects","POC","Particulate organic carbon","E","Seedbank",-1287477142.17661,4451029644.98877,-6331669467.36945,2425911083.65585,-0.137172421419559,0.377028726029702
"plot.random","Plot random effects","POC","Particulate organic carbon","R","Reference",2568301327.85054,8887041877.86125,-2433791158.53232,14357586725.9394,-0.126901600551728,0.387481484209106
"strip.plot.random","Strip and plot random effects","POC","Particulate organic carbon","A","Balled-and-burlapped",-39505940.4996749,105322218.233052,-244514015.495265,0.783254671002466,-0.232217557297511,0.0879234828867769
"strip.plot.random","Strip and plot random effects","POC","Particulate organic carbon","B","Bareroot",-5240944.64817411,73082190.7894143,-131024385.081261,20426336.0092535,-0.0452965107688544,0.360565090572486
"strip.plot.random","Strip and plot random effects","POC","Particulate organic carbon","C","Seedling",19129188.6063446,55465876.1167493,-10862129.9457274,89292176.4778618,-0.392557520779965,0.0320540159481352
"strip.plot.random","Strip and plot random effects","POC","Particulate organic carbon","D","Acorn",12004371.4272433,72016813.9088815,-144970580.91375,17760917.7096855,-0.228660634914179,0.206764463331063
"strip.plot.random","Strip and plot random effects","POC","Particulate organic carbon","E","Seedbank",21500083.0732839,70013447.1712972,-14546397.5588854,76249738.4356456,-0.0233769819409199,0.389633930478365
"strip.plot.random","Strip and plot random effects","POC","Particulate organic carbon","R","Reference",28872895.6710632,79055922.2013564,-6772700.39331107,183807246.46099,-0.118878120209449,0.378576278899716
"simple","Fixed effects only","SOC","Soil organic carbon","A","Balled-and-burlapped",-133221299.626767,339648684.418396,-478323008.49608,0.144057786825636,-0.191789446481385,-0.0308780343213378
"simple","Fixed effects only","SOC","Soil organic carbon","B","Bareroot",25792093.0756897,172600164.64168,-215470973.031403,305441241.291208,-0.153934151275504,0.0799835677267764
"simple","Fixed effects only","SOC","Soil organic carbon","C","Seedling",53667362.6290181,213577826.922176,-253848213.331793,151173157.523522,-0.144712914019246,0.0920920214976018
"simple","Fixed effects only","SOC","Soil organic carbon","D","Acorn",27833111.1591995,119429606.275666,-31759911.3910245,388907288.843622,-0.042518146556785,0.181223047394583
"simple","Fixed effects only","SOC","Soil organic carbon","E","Seedbank",56499522.3662671,230939438.835698,-51082201.3134541,671781761.438365,0.150807419981213,0.358944553836241
